Time,系统使用率,用户使用率,磁盘IO使用率,总使用率
2026-06-08 18:39:15,,,,
2026-06-08 18:39:16,,,,
2026-06-08 18:39:17,,,,
2026-06-08 18:39:18,,,,
2026-06-08 18:39:19,,,,
2026-06-08 18:39:20,,,,
2026-06-08 18:39:21,,,,
2026-06-08 18:39:22,,,,
2026-06-08 18:39:23,,,,
2026-06-08 18:39:24,,,,
2026-06-08 18:39:25,,,,
2026-06-08 18:39:26,,,,
2026-06-08 18:39:27,,,,
2026-06-08 18:39:28,,,,
2026-06-08 18:39:29,,,,
2026-06-08 18:39:30,,,,
2026-06-08 18:39:31,,,,
2026-06-08 18:39:32,,,,
2026-06-08 18:39:33,,,,
2026-06-08 18:39:34,,,,
2026-06-08 18:39:35,,,,
2026-06-08 18:39:36,,,,
2026-06-08 18:39:37,,,,
2026-06-08 18:39:38,,,,
2026-06-08 18:39:39,,,,
2026-06-08 18:39:40,,,,
2026-06-08 18:39:41,,,,
2026-06-08 18:39:42,,,,
2026-06-08 18:39:43,,,,
2026-06-08 18:39:44,,,,
2026-06-08 18:39:45,,,,
2026-06-08 18:39:46,,,,
2026-06-08 18:39:47,,,,
2026-06-08 18:39:48,,,,
2026-06-08 18:39:49,,,,
2026-06-08 18:39:50,,,,
2026-06-08 18:39:51,,,,
2026-06-08 18:39:52,,,,
2026-06-08 18:39:53,,,,
2026-06-08 18:39:54,,,,
2026-06-08 18:39:55,,,,
2026-06-08 18:39:56,,,,
2026-06-08 18:39:57,,,,
2026-06-08 18:39:58,,,,
2026-06-08 18:39:59,,,,
2026-06-08 18:40:00,,,,
2026-06-08 18:40:01,,,,
2026-06-08 18:40:02,,,,
2026-06-08 18:40:03,,,,
2026-06-08 18:40:04,,,,
2026-06-08 18:40:05,,,,
2026-06-08 18:40:06,,,,
2026-06-08 18:40:07,,,,
2026-06-08 18:40:08,,,,
2026-06-08 18:40:09,,,,
2026-06-08 18:40:10,,,,
2026-06-08 18:40:11,,,,
2026-06-08 18:40:12,,,,
2026-06-08 18:40:13,,,,
2026-06-08 18:40:14,,,,
2026-06-08 18:40:15,,,,
2026-06-08 18:40:16,,,,
2026-06-08 18:40:17,,,,
2026-06-08 18:40:18,,,,
2026-06-08 18:40:19,,,,
2026-06-08 18:40:20,,,,
2026-06-08 18:40:21,,,,
2026-06-08 18:40:22,,,,
2026-06-08 18:40:23,,,,
2026-06-08 18:40:24,,,,
2026-06-08 18:40:25,,,,
2026-06-08 18:40:26,,,,
2026-06-08 18:40:27,,,,
2026-06-08 18:40:28,,,,
2026-06-08 18:40:29,,,,
2026-06-08 18:40:30,,,,
2026-06-08 18:40:31,,,,
2026-06-08 18:40:32,,,,
2026-06-08 18:40:33,,,,
2026-06-08 18:40:34,,,,
2026-06-08 18:40:35,,,,
2026-06-08 18:40:36,,,,
2026-06-08 18:40:37,,,,
2026-06-08 18:40:38,,,,
2026-06-08 18:40:39,,,,
2026-06-08 18:40:40,,,,
2026-06-08 18:40:41,,,,
2026-06-08 18:40:42,,,,
2026-06-08 18:40:43,,,,
2026-06-08 18:40:44,,,,
2026-06-08 18:40:45,,,,
2026-06-08 18:40:46,,,,
2026-06-08 18:40:47,,,,
2026-06-08 18:40:48,,,,
2026-06-08 18:40:49,,,,
2026-06-08 18:40:50,,,,
2026-06-08 18:40:51,,,,
2026-06-08 18:40:52,,,,
2026-06-08 18:40:53,,,,
2026-06-08 18:40:54,,,,
2026-06-08 18:40:55,,,,
2026-06-08 18:40:56,,,,
2026-06-08 18:40:57,,,,
2026-06-08 18:40:58,,,,
2026-06-08 18:40:59,,,,
2026-06-08 18:41:00,,,,
2026-06-08 18:41:01,,,,
2026-06-08 18:41:02,,,,
2026-06-08 18:41:03,,,,
2026-06-08 18:41:04,,,,
2026-06-08 18:41:05,,,,
2026-06-08 18:41:06,,,,
2026-06-08 18:41:07,,,,
2026-06-08 18:41:08,,,,
2026-06-08 18:41:09,,,,
2026-06-08 18:41:10,,,,
2026-06-08 18:41:11,,,,
2026-06-08 18:41:12,,,,
2026-06-08 18:41:13,,,,
2026-06-08 18:41:14,,,,
2026-06-08 18:41:15,,,,
2026-06-08 18:41:16,,,,
2026-06-08 18:41:17,,,,
2026-06-08 18:41:18,,,,
2026-06-08 18:41:19,,,,
2026-06-08 18:41:20,,,,
2026-06-08 18:41:21,,,,
2026-06-08 18:41:22,,,,
2026-06-08 18:41:23,,,,
2026-06-08 18:41:24,,,,
2026-06-08 18:41:25,,,,
2026-06-08 18:41:26,,,,
2026-06-08 18:41:27,,,,
2026-06-08 18:41:28,,,,
2026-06-08 18:41:29,,,,
2026-06-08 18:41:30,,,,
2026-06-08 18:41:31,,,,
2026-06-08 18:41:32,,,,
2026-06-08 18:41:33,,,,
2026-06-08 18:41:34,,,,
2026-06-08 18:41:35,,,,
2026-06-08 18:41:36,,,,
2026-06-08 18:41:37,,,,
2026-06-08 18:41:38,,,,
2026-06-08 18:41:39,,,,
2026-06-08 18:41:40,,,,
2026-06-08 18:41:41,,,,
2026-06-08 18:41:42,,,,
2026-06-08 18:41:43,,,,
2026-06-08 18:41:44,,,,
2026-06-08 18:41:45,,,,
2026-06-08 18:41:46,,,,
2026-06-08 18:41:47,,,,
2026-06-08 18:41:48,,,,
2026-06-08 18:41:49,,,,
2026-06-08 18:41:50,,,,
2026-06-08 18:41:51,,,,
2026-06-08 18:41:52,,,,
2026-06-08 18:41:53,,,,
2026-06-08 18:41:54,,,,
2026-06-08 18:41:55,,,,
2026-06-08 18:41:56,,,,
2026-06-08 18:41:57,,,,
2026-06-08 18:41:58,,,,
2026-06-08 18:41:59,,,,
2026-06-08 18:42:00,,,,
2026-06-08 18:42:01,,,,
2026-06-08 18:42:02,,,,
2026-06-08 18:42:03,,,,
2026-06-08 18:42:04,,,,
2026-06-08 18:42:05,,,,
2026-06-08 18:42:06,,,,
2026-06-08 18:42:07,,,,
2026-06-08 18:42:08,,,,
2026-06-08 18:42:09,,,,
2026-06-08 18:42:10,,,,
2026-06-08 18:42:11,,,,
2026-06-08 18:42:12,,,,
2026-06-08 18:42:13,,,,
2026-06-08 18:42:14,,,,
2026-06-08 18:42:15,,,,
2026-06-08 18:42:16,,,,
2026-06-08 18:42:17,,,,
2026-06-08 18:42:18,,,,
2026-06-08 18:42:19,,,,
2026-06-08 18:42:20,,,,
2026-06-08 18:42:21,,,,
2026-06-08 18:42:22,,,,
2026-06-08 18:42:23,,,,
2026-06-08 18:42:24,,,,
2026-06-08 18:42:25,,,,
2026-06-08 18:42:26,,,,
2026-06-08 18:42:27,,,,
2026-06-08 18:42:28,,,,
2026-06-08 18:42:29,,,,
2026-06-08 18:42:30,,,,
2026-06-08 18:42:31,,,,
2026-06-08 18:42:32,,,,
2026-06-08 18:42:33,,,,
2026-06-08 18:42:34,,,,
2026-06-08 18:42:35,,,,
2026-06-08 18:42:36,,,,
2026-06-08 18:42:37,,,,
2026-06-08 18:42:38,,,,
2026-06-08 18:42:39,,,,
2026-06-08 18:42:40,,,,
2026-06-08 18:42:41,,,,
2026-06-08 18:42:42,,,,
2026-06-08 18:42:43,,,,
2026-06-08 18:42:44,,,,
2026-06-08 18:42:45,,,,
2026-06-08 18:42:46,,,,
2026-06-08 18:42:47,,,,
2026-06-08 18:42:48,,,,
2026-06-08 18:42:49,,,,
2026-06-08 18:42:50,,,,
2026-06-08 18:42:51,,,,
2026-06-08 18:42:52,,,,
2026-06-08 18:42:53,,,,
2026-06-08 18:42:54,,,,
2026-06-08 18:42:55,,,,
2026-06-08 18:42:56,,,,
2026-06-08 18:42:57,,,,
2026-06-08 18:42:58,,,,
2026-06-08 18:42:59,,,,
2026-06-08 18:43:00,,,,
2026-06-08 18:43:01,,,,
2026-06-08 18:43:02,,,,
2026-06-08 18:43:03,,,,
2026-06-08 18:43:04,,,,
2026-06-08 18:43:05,,,,
2026-06-08 18:43:06,,,,
2026-06-08 18:43:07,,,,
2026-06-08 18:43:08,,,,
2026-06-08 18:43:09,,,,
2026-06-08 18:43:10,,,,
2026-06-08 18:43:11,,,,
2026-06-08 18:43:12,,,,
2026-06-08 18:43:13,,,,
2026-06-08 18:43:14,,,,
2026-06-08 18:43:15,,,,
2026-06-08 18:43:16,,,,
2026-06-08 18:43:17,,,,
2026-06-08 18:43:18,,,,
2026-06-08 18:43:19,,,,
2026-06-08 18:43:20,,,,
2026-06-08 18:43:21,,,,
2026-06-08 18:43:22,,,,
2026-06-08 18:43:23,,,,
2026-06-08 18:43:24,,,,
2026-06-08 18:43:25,,,,
2026-06-08 18:43:26,,,,
2026-06-08 18:43:27,,,,
2026-06-08 18:43:28,,,,
2026-06-08 18:43:29,,,,
2026-06-08 18:43:30,,,,
2026-06-08 18:43:31,,,,
2026-06-08 18:43:32,,,,
2026-06-08 18:43:33,,,,
2026-06-08 18:43:34,,,,
2026-06-08 18:43:35,,,,
