timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1780888014843,5580,HTTP Request,200,OK,Thread Group 1-4,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,5576,0,2
1780888016442,3981,HTTP Request,200,OK,Thread Group 1-8,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,3977,0,2
1780888017643,2780,HTTP Request,200,OK,Thread Group 1-11,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,2778,0,2
1780888016039,4384,HTTP Request,200,OK,Thread Group 1-7,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,4382,0,2
1780888015638,4785,HTTP Request,200,OK,Thread Group 1-6,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,4781,0,2
1780888018441,1982,HTTP Request,200,OK,Thread Group 1-13,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1980,0,2
1780888018042,2381,HTTP Request,200,OK,Thread Group 1-12,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,2379,0,2
1780888014097,6326,HTTP Request,200,OK,Thread Group 1-2,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,6321,0,2
1780888015241,5182,HTTP Request,200,OK,Thread Group 1-5,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,5178,0,2
1780888013730,6693,HTTP Request,200,OK,Thread Group 1-1,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,6689,0,10
1780888016842,3581,HTTP Request,200,OK,Thread Group 1-9,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,3579,0,2
1780888019294,1181,HTTP Request,200,OK,Thread Group 1-15,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1179,0,2
1780888014498,5930,HTTP Request,200,OK,Thread Group 1-3,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,5920,0,3
1780888017241,3187,HTTP Request,200,OK,Thread Group 1-10,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,3180,0,1
1780888020090,390,HTTP Request,200,OK,Thread Group 1-17,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,390,0,2
1780888018894,1587,HTTP Request,200,OK,Thread Group 1-14,text,true,,10660,169,17,17,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1586,0,2
1780888019692,858,HTTP Request,200,OK,Thread Group 1-16,text,true,,10660,169,18,18,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,788,0,2
