timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1780888066385,13894,HTTP Request,200,OK,Thread Group 1-14,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,13894,0,3
1780888079299,980,HTTP Request,200,OK,Thread Group 1-10,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,980,0,0
1780888066683,13597,HTTP Request,200,OK,Thread Group 1-15,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,13597,0,2
1780888067586,12696,HTTP Request,200,OK,Thread Group 1-18,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,12696,0,3
1780888066984,13297,HTTP Request,200,OK,Thread Group 1-16,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,13297,0,3
1780888067886,12397,HTTP Request,200,OK,Thread Group 1-19,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,12396,0,2
1780888068188,12095,HTTP Request,200,OK,Thread Group 1-20,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,12095,0,2
1780888068483,11800,HTTP Request,200,OK,Thread Group 1-21,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,11800,0,2
1780888068785,11498,HTTP Request,200,OK,Thread Group 1-22,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,11498,0,3
1780888069088,11195,HTTP Request,200,OK,Thread Group 1-23,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,11195,0,2
1780888070287,9999,HTTP Request,200,OK,Thread Group 1-27,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,9999,0,2
1780888069988,10298,HTTP Request,200,OK,Thread Group 1-26,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,10298,0,2
1780888069386,10900,HTTP Request,200,OK,Thread Group 1-24,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,10900,0,2
1780888070583,9708,HTTP Request,200,OK,Thread Group 1-28,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,9708,0,3
1780888071184,9107,HTTP Request,200,OK,Thread Group 1-30,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,9107,0,3
1780888070888,9403,HTTP Request,200,OK,Thread Group 1-29,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,9403,0,1
1780888071788,8507,HTTP Request,200,OK,Thread Group 1-32,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,8507,0,3
1780888072982,7312,HTTP Request,200,OK,Thread Group 1-36,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,7312,0,2
